Task ID,Occupation (O*NET-SOC Title),Task,O*NET-SOC Code,desire_mean,desire_n,capability_mean,capability_n,zone
14672,Computer Systems Engineers/Architects,Provide technical guidance or support for the development or troubleshooting of systems.,15-1299.08,3.3333333333333335,9,3.3333333333333335,3,Yellow
14681,Computer Systems Engineers/Architects,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",15-1299.08,2.0,3,2.6666666666666665,3,Low-Priority
14667,Computer Systems Engineers/Architects,"Provide advice on project costs, design concepts, or design changes.",15-1299.08,3.5714285714285716,7,2.3333333333333335,3,Yellow
14671,Computer Systems Engineers/Architects,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",15-1299.08,2.6,5,3.0,3,Low-Priority
14687,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",15-1299.08,3.5,8,3.3333333333333335,3,Yellow
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,15-1299.09,3.3,10,2.3333333333333335,3,Yellow
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",15-1299.09,2.7,10,2.3333333333333335,3,Low-Priority
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",15-1299.09,2.8,10,3.3333333333333335,3,Low-Priority
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",15-1299.09,2.8,10,2.3333333333333335,3,Low-Priority
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,15-1299.09,3.0,10,2.0,2,Yellow
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",15-1299.09,3.0,10,4.5,2,Green
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,15-1299.09,2.7,10,2.0,3,Low-Priority
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",15-1299.09,2.6,10,2.0,3,Low-Priority
7373,Mathematicians,"Address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",15-2021.00,3.111111111111111,9,3.6666666666666665,3,Green
7371,Mathematicians,Develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,15-2021.00,2.888888888888889,9,2.5,2,Low-Priority
7370,Mathematicians,Perform computations and apply methods of numerical analysis to data.,15-2021.00,4.0,6,4.5,2,Green
7372,Mathematicians,"Assemble sets of assumptions, and explore the consequences of each set.",15-2021.00,2.7142857142857144,7,2.0,2,Low-Priority
7368,Mathematicians,Develop computational methods for solving problems that occur in areas of science and engineering or that come from applications in business or industry.,15-2021.00,3.4285714285714284,7,2.0,2,Yellow
8956,Statisticians,Analyze and interpret statistical data to identify significant differences in relationships among sources of information.,15-2041.00,3.25,8,4.0,3,Green
8953,Statisticians,"Report results of statistical analyses, including information in the form of graphs, charts, and tables.",15-2041.00,4.5,10,4.0,2,Green
8957,Statisticians,"Prepare data for processing by organizing information, checking for inaccuracies, and adjusting and weighting the raw data.",15-2041.00,3.25,8,3.3333333333333335,3,Yellow
8955,Statisticians,"Identify relationships and trends in data, as well as any factors that could affect the results of research.",15-2041.00,3.7142857142857144,7,4.0,2,Green
8961,Statisticians,"Design research projects that apply valid scientific techniques, and use information obtained from baselines or historical data to structure uncompromised and efficient analyses.",15-2041.00,2.75,4,2.0,2,Low-Priority
8954,Statisticians,"Process large amounts of data for statistical modeling and graphic analysis, using computers.",15-2041.00,3.8,10,4.0,2,Green
16265,Biostatisticians,"Analyze clinical or survey data, using statistical approaches such as longitudinal analysis, mixed-effect modeling, logistic regression analyses, and model-building techniques.",15-2041.01,2.625,8,4.0,2,Red
16246,Biostatisticians,Calculate sample size requirements for clinical studies.,15-2041.01,4.0,4,3.5,2,Green
16252,Biostatisticians,Prepare tables and graphs to present clinical data or results.,15-2041.01,4.0,9,3.0,2,Yellow
16249,Biostatisticians,Write program code to analyze data with statistical analysis software.,15-2041.01,2.6666666666666665,6,4.0,2,Red
16262,Biostatisticians,Review clinical or other medical research protocols and recommend appropriate statistical analyses.,15-2041.01,2.6666666666666665,6,4.0,2,Red
16150,Business Intelligence Analysts,"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders.",15-2051.01,3.2,10,3.0,2,Yellow
16140,Business Intelligence Analysts,Manage timely flow of business intelligence information to users.,15-2051.01,3.4,10,2.5,2,Yellow
16146,Business Intelligence Analysts,"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",15-2051.01,3.142857142857143,7,3.0,2,Yellow
16143,Business Intelligence Analysts,"Disseminate information regarding tools, reports, or metadata enhancements.",15-2051.01,3.75,4,2.5,2,Yellow
16136,Business Intelligence Analysts,"Identify or monitor current and potential customers, using business intelligence tools.",15-2051.01,3.2222222222222223,9,3.5,2,Green
16135,Business Intelligence Analysts,"Maintain library of model documents, templates, or other reusable knowledge assets.",15-2051.01,3.6666666666666665,9,4.5,2,Green
16284,Clinical Data Managers,"Process clinical data, including receipt, entry, verification, or filing of information.",15-2051.02,3.5714285714285716,7,3.0,2,Yellow
16280,Clinical Data Managers,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",15-2051.02,4.0,6,3.0,2,Yellow
16279,Clinical Data Managers,Monitor work productivity or quality to ensure compliance with standard operating procedures.,15-2051.02,3.4,5,3.0,2,Yellow
16277,Clinical Data Managers,"Prepare data analysis listings and activity, performance, or progress reports.",15-2051.02,3.375,8,3.5,2,Green
16283,Clinical Data Managers,Analyze clinical data using appropriate statistical tools.,15-2051.02,3.6666666666666665,9,3.0,2,Yellow
16270,Clinical Data Managers,Develop technical specifications for data management programming and communicate needs to information technology staff.,15-2051.02,3.5,6,2.5,2,Yellow
16274,Clinical Data Managers,"Track the flow of work forms, including in-house data flow or electronic forms transfer.",15-2051.02,3.6666666666666665,3,2.5,2,Yellow
20483,"Architects, Except Landscape and Naval",Develop final construction plans that include aesthetic representations of the structure or details for its construction.,17-1011.00,2.75,8,2.0,2,Low-Priority
20479,"Architects, Except Landscape and Naval","Prepare scale drawings or architectural designs, using computer-aided design or other tools.",17-1011.00,2.2,5,4.0,2,Red
130,"Architects, Except Landscape and Naval","Prepare information regarding design, structure specifications, materials, color, equipment, estimated costs, or construction time.",17-1011.00,2.75,4,2.5,2,Low-Priority
136,"Architects, Except Landscape and Naval",Integrate engineering elements into unified architectural designs.,17-1011.00,2.8,5,2.0,2,Low-Priority
20486,"Architects, Except Landscape and Naval",Plan layouts of structural architectural projects.,17-1011.00,3.5,4,2.5,2,Yellow
134,"Architects, Except Landscape and Naval",Prepare contract documents for building contractors.,17-1011.00,2.0,4,3.0,2,Low-Priority
19596,"Architects, Except Landscape and Naval","Plan or design structures such as residences, office buildings, theatres, factories, or other structural properties in accordance with environmental, safety, or other regulations.",17-1011.00,2.6,5,2.5,2,Low-Priority
20488,"Architects, Except Landscape and Naval","Create three-dimensional or interactive representations of designs, using computer-assisted design software.",17-1011.00,2.8333333333333335,6,3.3333333333333335,3,Low-Priority
19594,"Architects, Except Landscape and Naval",Gather information related to projects' environmental sustainability or operational efficiency.,17-1011.00,3.5,8,2.0,2,Yellow
1339,Aerospace Engineers,"Formulate mathematical models or other methods of computer analysis to develop, evaluate, or modify design, according to customer engineering requirements.",17-2011.00,3.0,5,2.0,3,Yellow
1340,Aerospace Engineers,"Write technical reports or other documentation, such as handbooks or bulletins, for use by engineering staff, management, or customers.",17-2011.00,3.142857142857143,7,3.0,2,Yellow
20726,Aerospace Engineers,"Develop design criteria for aeronautical or aerospace products or systems, including testing methods, production costs, quality standards, environmental standards, or completion dates.",17-2011.00,3.0,3,2.6666666666666665,3,Yellow
1346,Aerospace Engineers,Maintain records of performance reports for future reference.,17-2011.00,3.6666666666666665,3,3.5,2,Green
19601,Aerospace Engineers,"Design new or modify existing aerospace systems to reduce polluting emissions, such as nitrogen oxide, carbon monoxide, or smoke emissions.",17-2011.00,3.0,3,2.0,3,Yellow
147,Civil Engineers,"Compute load and grade requirements, water flow rates, or material stress factors to determine design specifications.",17-2051.00,2.888888888888889,9,3.3333333333333335,3,Low-Priority
20491,Civil Engineers,"Plan and design transportation or hydraulic systems or structures, using computer-assisted design or drawing tools.",17-2051.00,3.0,8,3.0,3,Yellow
20492,Civil Engineers,"Analyze survey reports, maps, drawings, blueprints, aerial photography, or other topographical or geologic data.",17-2051.00,2.5714285714285716,7,4.0,2,Red
151,Civil Engineers,"Estimate quantities and cost of materials, equipment, or labor to determine project feasibility.",17-2051.00,3.25,8,3.0,3,Yellow
19607,Civil Engineers,Design energy-efficient or environmentally sound civil structures.,17-2051.00,3.6666666666666665,9,3.0,3,Yellow
1411,Mechanical Engineers,"Read and interpret blueprints, technical drawings, schematics, or computer-generated reports.",17-2141.00,3.888888888888889,9,3.3333333333333335,3,Yellow
20736,Mechanical Engineers,"Specify system components or direct modification of products to ensure conformance with engineering design, performance specifications, or environmental regulations.",17-2141.00,3.25,4,2.0,2,Yellow
20737,Mechanical Engineers,"Assist drafters in developing the structural design of products, using drafting tools or computer-assisted drafting equipment or software.",17-2141.00,3.6,5,2.3333333333333335,3,Yellow
1420,Mechanical Engineers,"Conduct research that tests or analyzes the feasibility, design, operation, or performance of equipment, components, or systems.",17-2141.00,3.3333333333333335,3,2.5,2,Yellow
20735,Mechanical Engineers,"Develop or test models of alternate designs or processing methods to assess feasibility, sustainability, operating condition effects, potential new applications, or necessity of modification.",17-2141.00,3.5,8,2.6666666666666665,3,Yellow
1418,Mechanical Engineers,Provide feedback to design engineers on customer problems or needs.,17-2141.00,2.5,6,3.0,3,Low-Priority
3580,Petroleum Engineers,"Monitor production rates, and plan rework processes to improve production.",17-2171.00,3.6,5,2.0,2,Yellow
3586,Petroleum Engineers,Maintain records of drilling and production operations.,17-2171.00,4.333333333333333,6,3.0,3,Yellow
3581,Petroleum Engineers,Analyze data to recommend placement of wells and supplementary processes to enhance production.,17-2171.00,3.0,3,2.0,2,Yellow
3591,Petroleum Engineers,Interpret drilling and testing information for personnel.,17-2171.00,3.0,3,3.5,2,Green
3588,Petroleum Engineers,Write technical reports for engineering and management personnel.,17-2171.00,3.6,5,4.333333333333333,3,Green
3589,Petroleum Engineers,"Evaluate findings to develop, design, or test equipment or processes.",17-2171.00,4.0,3,2.0,2,Yellow
3590,Petroleum Engineers,Assign work to staff to obtain maximum utilization of personnel.,17-2171.00,4.0,4,2.5,2,Yellow
20854,"Energy Engineers, Except Wind and Solar",Identify and recommend energy savings strategies to achieve more energy-efficient operation.,17-2199.03,3.3333333333333335,3,2.6666666666666665,3,Yellow
18156,"Energy Engineers, Except Wind and Solar",Monitor and analyze energy consumption.,17-2199.03,3.6666666666666665,6,3.0,3,Yellow
20858,"Energy Engineers, Except Wind and Solar",Verify energy bills and meter readings.,17-2199.03,3.25,4,3.3333333333333335,3,Yellow
20861,"Energy Engineers, Except Wind and Solar",Prepare energy-related project reports or related documentation.,17-2199.03,3.0,5,4.0,3,Green
18157,"Energy Engineers, Except Wind and Solar",Promote awareness or use of alternative or renewable energy sources.,17-2199.03,2.25,4,3.0,3,Low-Priority
19648,"Energy Engineers, Except Wind and Solar",Write or install energy management routines for building automation systems.,17-2199.03,3.0,5,2.3333333333333335,3,Yellow
21917,Architectural and Civil Drafters,"Produce drawings, using computer-assisted drafting systems (CAD) or drafting machines, or by hand, using compasses, dividers, protractors, triangles, and other drafting devices.",17-3011.00,2.9,10,4.5,2,Red
21918,Architectural and Civil Drafters,"Draft plans and detailed drawings for structures, installations, and construction projects, such as highways, sewage disposal systems, and dikes, working from sketches or notes.",17-3011.00,3.4444444444444446,9,3.0,3,Yellow
21919,Architectural and Civil Drafters,"Coordinate structural, electrical, and mechanical designs and determine a method of presentation to graphically represent building plans.",17-3011.00,2.4,5,3.0,2,Low-Priority
21920,Architectural and Civil Drafters,"Analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",17-3011.00,3.0,7,3.5,2,Green
21921,Architectural and Civil Drafters,"Draw maps, diagrams, and profiles, using cross-sections and surveys, to represent elevations, topographical contours, subsurface formations, and structures.",17-3011.00,2.6666666666666665,3,3.5,2,Red
21922,Architectural and Civil Drafters,"Lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (CAD) equipment and software.",17-3011.00,2.75,4,3.0,3,Low-Priority
21924,Architectural and Civil Drafters,"Determine the order of work and method of presentation, such as orthographic or isometric drawing.",17-3011.00,3.3333333333333335,3,3.5,2,Green
21926,Architectural and Civil Drafters,"Draw rough and detailed scale plans for foundations, buildings, and structures, based on preliminary concepts, sketches, engineering calculations, specification sheets, and other data.",17-3011.00,3.6666666666666665,6,2.5,2,Yellow
21928,Architectural and Civil Drafters,Check dimensions of materials to be used and assign numbers to lists of materials.,17-3011.00,3.2,5,4.5,2,Green
21937,Architectural and Civil Drafters,Prepare colored drawings of landscape and interior designs for presentation to client.,17-3011.00,2.5,4,3.3333333333333335,3,Low-Priority
22082,Mechanical Engineering Technologists and Technicians,"Interpret engineering sketches, specifications, or drawings.",17-3027.00,1.75,4,3.0,2,Low-Priority
1485,Mechanical Engineering Technologists and Technicians,Calculate required capacities for equipment of proposed system to obtain specified performance and submit data to engineering personnel for approval.,17-3027.00,1.6666666666666667,3,2.6666666666666665,3,Low-Priority
1476,Mechanical Engineering Technologists and Technicians,"Review project instructions and blueprints to ascertain test specifications, procedures, and objectives, and test nature of technical problems such as redesign.",17-3027.00,2.75,4,4.0,2,Red
22086,Mechanical Engineering Technologists and Technicians,"Provide technical support to other employees regarding mechanical design, fabrication, testing, or documentation.",17-3027.00,3.3333333333333335,3,3.0,2,Yellow
1475,Mechanical Engineering Technologists and Technicians,"Draft detail drawing or sketch for drafting room completion or to request parts fabrication by machine, sheet or wood shops.",17-3027.00,2.0,3,3.3333333333333335,3,Low-Priority
1482,Mechanical Engineering Technologists and Technicians,"Analyze test results in relation to design or rated specifications and test objectives, and modify or adjust equipment to meet specifications.",17-3027.00,3.6,5,2.0,2,Yellow
1486,Mechanical Engineering Technologists and Technicians,"Record test procedures and results, numerical and graphical data, and recommendations for changes in product or test methods.",17-3027.00,3.0,7,2.6666666666666665,3,Yellow
22077,Mechanical Engineering Technologists and Technicians,"Design molds, tools, dies, jigs, or fixtures for use in manufacturing processes.",17-3027.00,3.3333333333333335,3,2.0,2,Yellow
1477,Mechanical Engineering Technologists and Technicians,"Review project instructions and specifications to identify, modify and plan requirements fabrication, assembly and testing.",17-3027.00,3.0,4,2.0,2,Yellow
22083,Mechanical Engineering Technologists and Technicians,"Prepare equipment inspection schedules, reliability schedules, work plans, or other records.",17-3027.00,4.0,4,3.5,2,Green
16786,Bioinformatics Scientists,Develop new software applications or customize existing applications to meet specific scientific project needs.,19-1029.01,3.6,5,4.0,3,Green
16790,Bioinformatics Scientists,Create novel computational approaches and analytical tools as required by research goals.,19-1029.01,3.0,4,4.0,2,Green
16795,Bioinformatics Scientists,"Analyze large molecular datasets, such as raw microarray data, genomic sequence data, or proteomics data, for clinical or basic research purposes.",19-1029.01,2.8333333333333335,6,3.5,2,Red
16791,Bioinformatics Scientists,"Compile data for use in activities, such as gene expression profiling, genome annotation, or structural bioinformatics.",19-1029.01,4.0,5,4.0,3,Green
16793,Bioinformatics Scientists,"Manipulate publicly accessible, commercial, or proprietary genomic, proteomic, or post-genomic databases.",19-1029.01,4.166666666666667,6,3.5,2,Green
16788,Bioinformatics Scientists,Create or modify web-based bioinformatics tools.,19-1029.01,3.75,4,3.6666666666666665,3,Green
16783,Bioinformatics Scientists,Instruct others in the selection and use of bioinformatics tools.,19-1029.01,2.5,4,3.3333333333333335,3,Low-Priority
16807,Molecular and Cellular Biologists,Maintain accurate laboratory records and data.,19-1029.02,2.857142857142857,7,2.5,2,Low-Priority
23905,Molecular and Cellular Biologists,"Prepare or review reports, manuscripts, or meeting presentations.",19-1029.02,3.1666666666666665,6,3.3333333333333335,3,Yellow
16808,Molecular and Cellular Biologists,Instruct undergraduate and graduate students within the areas of cellular or molecular biology.,19-1029.02,2.7142857142857144,7,2.0,2,Low-Priority
16814,Molecular and Cellular Biologists,Compile and analyze molecular or cellular experimental data and adjust experimental designs as necessary.,19-1029.02,3.3333333333333335,6,2.3333333333333335,3,Yellow
16809,Molecular and Cellular Biologists,Evaluate new technologies to enhance or complement current research.,19-1029.02,3.0,5,2.0,2,Yellow
5503,Geographers,"Create and modify maps, graphs, or diagrams, using geographical information software and related equipment, and principles of cartography, such as coordinate systems, longitude, latitude, elevation, topography, and map scales.",19-3092.00,2.8,5,4.0,3,Red
5511,Geographers,"Study the economic, political, and cultural characteristics of a specific region's population.",19-3092.00,2.6666666666666665,3,3.5,2,Red
5505,Geographers,"Develop, operate, and maintain geographical information computer systems, including hardware, software, plotters, digitizers, printers, and video cameras.",19-3092.00,3.2,5,2.6666666666666665,3,Yellow
5506,Geographers,Locate and obtain existing geographic information databases.,19-3092.00,2.5,4,3.0,2,Low-Priority
16943,Transportation Planners,Prepare reports or recommendations on transportation planning.,19-3099.01,3.142857142857143,7,3.0,3,Yellow
16952,Transportation Planners,"Recommend transportation system improvements or projects, based on economic, population, land-use, or traffic projections.",19-3099.01,3.2857142857142856,7,2.0,2,Yellow
20976,Transportation Planners,"Interpret data from traffic modeling software, geographic information systems, or associated databases.",19-3099.01,3.857142857142857,7,2.3333333333333335,3,Yellow
18295,Precision Agriculture Technicians,Document and maintain records of precision agriculture information.,19-4012.01,2.857142857142857,7,3.0,3,Low-Priority
18289,Precision Agriculture Technicians,"Create, layer, and analyze maps showing precision agricultural data, such as crop yields, soil characteristics, input applications, terrain, drainage patterns, or field management history.",19-4012.01,3.0,4,3.5,2,Green
20875,Precision Agriculture Technicians,"Analyze geospatial data to determine agricultural implications of factors such as soil quality, terrain, field productivity, fertilizers, or weather conditions.",19-4012.01,2.25,4,3.0,2,Low-Priority
18282,Precision Agriculture Technicians,"Identify spatial coordinates, using remote sensing and Global Positioning System (GPS) data.",19-4012.01,3.3333333333333335,3,3.5,2,Green
18296,Precision Agriculture Technicians,"Draw or read maps, such as soil, contour, or plat maps.",19-4012.01,3.0,8,3.3333333333333335,3,Yellow
18278,Precision Agriculture Technicians,"Program farm equipment, such as variable-rate planting equipment or pesticide sprayers, based on input from crop scouting and analysis of field condition variability.",19-4012.01,3.0,6,2.5,2,Yellow
18293,Precision Agriculture Technicians,"Analyze remote sensing imagery to identify relationships between soil quality, crop canopy densities, light reflectance, and weather history.",19-4012.01,3.5,4,3.3333333333333335,3,Yellow
12963,Social Science Research Assistants,Design and create special programs for tasks such as statistical analysis and data entry and cleaning.,19-4061.00,3.7142857142857144,7,4.0,3,Green
12955,Social Science Research Assistants,"Perform descriptive and multivariate statistical analyses of data, using computer software.",19-4061.00,4.0,5,4.0,3,Green
12956,Social Science Research Assistants,"Verify the accuracy and validity of data entered in databases, correcting any errors.",19-4061.00,4.0,3,4.0,3,Green
12960,Social Science Research Assistants,Conduct internet-based and library research.,19-4061.00,3.3333333333333335,6,4.0,3,Green
12968,Social Science Research Assistants,Recruit and schedule research participants.,19-4061.00,2.5,6,2.0,2,Low-Priority
16974,Quality Control Analysts,"Interpret test results, compare them to established specifications and control limits, and make recommendations on appropriateness of data for release.",19-4099.01,3.5714285714285716,7,4.0,2,Green
16977,Quality Control Analysts,"Complete documentation needed to support testing procedures, including data capture forms, equipment logbooks, or inventory forms.",19-4099.01,3.8,5,3.3333333333333335,3,Yellow
16979,Quality Control Analysts,Compile laboratory test data and perform appropriate analyses.,19-4099.01,3.3333333333333335,3,3.5,2,Green
16964,Quality Control Analysts,"Write technical reports or documentation, such as deviation reports, testing protocols, and trend analyses.",19-4099.01,3.75,4,2.0,2,Yellow
16973,Quality Control Analysts,Investigate or report questionable test results.,19-4099.01,2.5,6,2.5,2,Low-Priority
16966,Quality Control Analysts,Supply quality control data necessary for regulatory submissions.,19-4099.01,2.75,8,3.0,3,Low-Priority
16976,Quality Control Analysts,Evaluate analytical methods and procedures to determine how they might be improved.,19-4099.01,3.3333333333333335,3,3.5,2,Green
16968,Quality Control Analysts,Review data from contract laboratories to ensure accuracy and regulatory compliance.,19-4099.01,3.6666666666666665,3,3.0,3,Yellow
3775,Lawyers,"Analyze the probable outcomes of cases, using knowledge of legal precedents.",23-1011.00,3.0,6,4.0,2,Green
20877,Lawyers,"Prepare, draft, and review legal documents, such as wills, deeds, patent applications, mortgages, leases, and contracts.",23-1011.00,3.2857142857142856,7,3.5,2,Green
3783,Lawyers,"Study Constitution, statutes, decisions, regulations, and ordinances of quasi-judicial bodies to determine ramifications for cases.",23-1011.00,3.1666666666666665,6,4.0,2,Green
19050,Judicial Law Clerks,"Prepare briefs, legal memoranda, or statements of issues involved in cases, including appropriate suggestions or recommendations.",23-1012.00,2.375,8,2.0,2,Low-Priority
19051,Judicial Law Clerks,"Research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court.",23-1012.00,3.0,7,4.0,2,Green
19047,Judicial Law Clerks,"Draft or proofread judicial opinions, decisions, or citations.",23-1012.00,2.4285714285714284,7,4.0,2,Red
19052,Judicial Law Clerks,"Review complaints, petitions, motions, or pleadings that have been filed to determine issues involved or basis for relief.",23-1012.00,2.5,4,3.3333333333333335,3,Low-Priority
19053,Judicial Law Clerks,Review dockets of pending litigation to ensure adequate progress.,23-1012.00,3.3333333333333335,3,5.0,2,Green
19057,Judicial Law Clerks,"Enter information into computerized court calendar, filing, or case management systems.",23-1012.00,4.0,5,3.6666666666666665,3,Green
19054,Judicial Law Clerks,"Verify that all files, complaints, or other papers are available and in the proper order.",23-1012.00,3.0,4,2.5,2,Yellow
19056,Judicial Law Clerks,Coordinate judges' meeting and appointment schedules.,23-1012.00,3.3333333333333335,3,3.3333333333333335,3,Yellow
5663,"Business Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.",25-1011.00,3.5555555555555554,9,3.3333333333333335,3,Yellow
5666,"Business Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",25-1011.00,3.6666666666666665,9,4.0,3,Green
5664,"Business Teachers, Postsecondary","Compile, administer, and grade examinations, or assign this work to others.",25-1011.00,3.7777777777777777,9,2.3333333333333335,3,Yellow
5669,"Business Teachers, Postsecondary",Maintain regularly scheduled office hours to advise and assist students.,25-1011.00,3.6,10,2.6666666666666665,3,Yellow
5673,"Business Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.,25-1011.00,2.888888888888889,9,2.0,2,Low-Priority
5671,"Business Teachers, Postsecondary",Advise students on academic and vocational curricula and career issues.,25-1011.00,3.4,10,2.5,2,Yellow
20058,"Business Teachers, Postsecondary",Develop and maintain course Web sites.,25-1011.00,3.2,10,3.3333333333333335,3,Yellow
22409,Librarians and Media Collections Specialists,"Review and evaluate materials, using book reviews, catalogs, faculty recommendations, and current holdings to select and order print, audio-visual, and electronic resources.",25-4022.00,2.625,8,4.0,2,Red
22411,Librarians and Media Collections Specialists,"Search standard reference materials, including online sources and the Internet, to answer patrons' reference questions.",25-4022.00,2.3333333333333335,6,4.0,3,Red
22410,Librarians and Media Collections Specialists,"Keep up-to-date records of circulation and materials, maintain inventory, and correct cataloging errors.",25-4022.00,2.7142857142857144,7,3.0,2,Low-Priority
22416,Librarians and Media Collections Specialists,"Code, classify, and catalog books, publications, films, audio-visual aids, and other library materials, based on subject matter or standard library classification systems.",25-4022.00,1.6666666666666667,6,3.0,2,Low-Priority
22417,Librarians and Media Collections Specialists,"Respond to customer complaints, taking action as necessary.",25-4022.00,3.75,4,4.5,2,Green
22420,Librarians and Media Collections Specialists,Locate unusual or unique information in response to specific requests.,25-4022.00,1.8,5,3.0,3,Low-Priority
22425,Librarians and Media Collections Specialists,"Develop, maintain, and troubleshoot information access aids, such as databases, annotated bibliographies, Web pages, electronic pathfinders, software programs, and online tutorials.",25-4022.00,3.25,4,4.0,2,Green
22427,Librarians and Media Collections Specialists,"Compile lists of books, periodicals, articles, and audio-visual materials on particular subjects.",25-4022.00,2.0,4,3.3333333333333335,3,Low-Priority
22430,Librarians and Media Collections Specialists,Arrange for interlibrary loans of materials not available in a particular library.,25-4022.00,3.3333333333333335,3,3.5,2,Green
288,Art Directors,Present final layouts to clients for approval.,27-1011.00,2.4285714285714284,7,1.5,4,Low-Priority
286,Art Directors,"Manage own accounts and projects, working within budget and scheduling requirements.",27-1011.00,2.857142857142857,7,2.0,4,Low-Priority
284,Art Directors,"Formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound.",27-1011.00,2.5,8,2.0,4,Low-Priority
285,Art Directors,"Review and approve art materials, copy materials, and proofs of printed copy developed by staff members.",27-1011.00,3.1666666666666665,6,2.6666666666666665,6,Yellow
294,Art Directors,Create custom illustrations or other graphic elements.,27-1011.00,2.625,8,3.0,4,Low-Priority
292,Art Directors,Review illustrative material to determine if it conforms to standards and specifications.,27-1011.00,2.4,5,2.3333333333333335,6,Low-Priority
20242,Art Directors,"Research current trends and new technology, such as printing production techniques, computer software, and design trends.",27-1011.00,3.0,7,2.0,4,Yellow
295,Art Directors,"Mark up, paste, and complete layouts and write typography instructions to prepare materials for typesetting or printing.",27-1011.00,3.6666666666666665,3,2.0,6,Yellow
307,Graphic Designers,Key information into computer equipment to create layouts for client or supervisor.,27-1024.00,1.6666666666666667,3,4.0,3,Red
304,Graphic Designers,"Review final layouts and suggest improvements, as needed.",27-1024.00,1.7142857142857142,7,3.6666666666666665,3,Red
300,Graphic Designers,"Determine size and arrangement of illustrative material and copy, and select style and size of type.",27-1024.00,2.3333333333333335,9,3.3333333333333335,3,Low-Priority
306,Graphic Designers,"Develop graphics and layouts for product illustrations, company logos, and Web sites.",27-1024.00,1.8888888888888888,9,3.0,2,Low-Priority
299,Graphic Designers,"Create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic design concepts.",27-1024.00,1.7777777777777777,9,3.0,3,Low-Priority
301,Graphic Designers,Use computer software to generate new images.,27-1024.00,2.142857142857143,7,3.3333333333333335,3,Low-Priority
303,Graphic Designers,"Draw and print charts, graphs, illustrations, and other artwork, using computer.",27-1024.00,2.888888888888889,9,2.5,2,Low-Priority
309,Graphic Designers,"Study illustrations and photographs to plan presentation of materials, products, or services.",27-1024.00,2.4,5,3.6666666666666665,3,Red
15228,Graphic Designers,"Maintain archive of images, photos, or previous work products.",27-1024.00,2.4,5,4.0,2,Red
308,Graphic Designers,"Prepare illustrations or rough sketches of material, discussing them with clients or supervisors and making necessary changes.",27-1024.00,1.7142857142857142,7,2.6666666666666665,3,Low-Priority
15229,Graphic Designers,Research new software or design concepts.,27-1024.00,2.8333333333333335,6,3.3333333333333335,3,Low-Priority
22522,Producers and Directors,"Research production topics using the internet, video archives, and other informational sources.",27-2012.00,2.888888888888889,9,3.6666666666666665,3,Red
22523,Producers and Directors,"Review film, recordings, or rehearsals to ensure conformance to production and broadcast standards.",27-2012.00,3.0,7,2.3333333333333335,3,Yellow
22519,Producers and Directors,Study and research scripts to determine how they should be directed.,27-2012.00,2.5714285714285716,7,2.5,2,Low-Priority
22532,Producers and Directors,"Perform management activities, such as budgeting, scheduling, planning, and marketing.",27-2012.00,3.375,8,2.3333333333333335,3,Yellow
22527,Producers and Directors,Conduct meetings with staff to discuss production progress and to ensure production objectives are attained.,27-2012.00,2.0,7,3.0,2,Low-Priority
22528,Producers and Directors,"Compile scripts, program notes, and other material related to productions.",27-2012.00,3.4,5,2.3333333333333335,3,Yellow
22539,Producers and Directors,Write and submit proposals to bid on contracts for projects.,27-2012.00,2.3333333333333335,6,2.3333333333333335,3,Low-Priority
22533,Producers and Directors,Compose and edit scripts or provide screenwriters with story outlines from which scripts can be written.,27-2012.00,2.5,4,2.0,2,Low-Priority
